CustomerID,FirstName,LastName,DateOfBirth,AddressID,CustomerTypeID
10376,Mardell,Nguyen,1965-06-19 00:00:00.000000,1077,1
10987,Rosana,Drake,1971-10-26 00:00:00.000000,1196,3
10133,Eliseo,Cantu,1977-06-11 00:00:00.000000,756,3
10673,Demetrius,Roth,1994-05-20 00:00:00.000000,340,1
11077,Reynalda,Flynn,1972-03-21 00:00:00.000000,920,3
10777,Jacquelynn,Bush,1997-09-19 00:00:00.000000,12,3
10854,Leontine,May,2000-12-07 00:00:00.000000,36,1
10512,Deeann,Spears,1961-01-25 00:00:00.000000,905,2
10045,Yasuko,Greer,1986-11-09 00:00:00.000000,945,1
10066,Calvin,Donaldson,1967-06-24 00:00:00.000000,517,2
11082,Pierre,Cross,1989-09-18 00:00:00.000000,463,3
10816,Riva,Powell,1972-10-02 00:00:00.000000,109,2
11083,Elfreda,Sheppard,1994-04-05 00:00:00.000000,1200,3
10598,Rudy,Lott,1998-11-06 00:00:00.000000,1048,1
10675,Pete,Marks,1969-06-09 00:00:00.000000,304,2
10196,BraEdon,Boone,1986-09-13 00:00:00.000000,500,1
10568,Mirtha,Bowman,1965-05-26 00:00:00.000000,606,2
10748,Glayds,Russo,1996-05-30 00:00:00.000000,620,1
10740,Eleanora,Gates,1987-07-17 00:00:00.000000,655,2
10161,,Pena,1975-03-23 00:00:00.000000,634,1
10449,Shaun,Arnold,2000-10-07 00:00:00.000000,768,3
10044,Jeanmarie,Fulton,1976-10-08 00:00:00.000000,298,3
10676,Ammie,Mcguire,1967-07-07 00:00:00.000000,331,1
10511,Shaunda,Watkins,1998-01-01 00:00:00.000000,195,3
10759,Reginald,Anthony,1985-02-28 00:00:00.000000,421,1
10425,Suellen,Zimmerman,1986-06-02 00:00:00.000000,956,3
10080,Freeman,Kelly,1974-05-31 00:00:00.000000,97,3
10437,Lincoln,Bartlett,1978-02-22 00:00:00.000000,182,2
10536,Jamie,Swanson,1996-03-30 00:00:00.000000,523,2
10123,Cecille,Spencer,1993-12-05 00:00:00.000000,499,2
10436,Chantell,Schneider,1993-01-03 00:00:00.000000,268,3
10720,Gabriel,Craft,1984-04-23 00:00:00.000000,1083,3
10118,Tonie,Heath,1993-01-14 00:00:00.000000,681,1
10208,Barton,Hart,1976-09-30 00:00:00.000000,251,3
10253,Charita,Farmer,1999-11-28 00:00:00.000000,137,3
10843,Salena,Burton,1968-10-30 00:00:00.000000,77,2
10793,Marinda,David,1960-05-08 00:00:00.000000,375,1
10689,Melita,Beach,1968-06-12 00:00:00.000000,754,1
10755,Damien,Hatfield,1960-12-28 00:00:00.000000,824,2
10384,Mammie,Faulkner,1960-08-27T00:00:00,988,2
10900,Shirleen,Gamble,1960-02-20 00:00:00.000000,962,1
10320,Lavera,Keller,1989-05-20 00:00:00.000000,244,1
10170,Benito,Talley,1969-07-17 00:00:00.000000,335,1
10813,Rasheeda,Holt,1990-02-02 00:00:00.000000,1012,3
10267,Toshia,Reyes,1973-11-10 00:00:00.000000,1196,2
10046,Lilli,Hyde,1963-06-18 00:00:00.000000,364,1
10821,Kathrin,Rocha,1963-08-07 00:00:00.000000,1052,1
10240,Criselda,Hull,1989-08-07 00:00:00.000000,844,1
10875,Kanisha,Houston,1989-08-31 00:00:00.000000,992,2
10819,Shane,Aguirre,1981-11-20 00:00:00.000000,1103,1
10467,Mike,Keith,1987-01-01 00:00:00.000000,595,2
10904,Jason,Cameron,1973-07-07 00:00:00.000000,596,3
10902,The,Lindsey,1992-11-25 00:00:00.000000,480,1
10531,Kurtis,Cardenas,1964-04-21 00:00:00.000000,160,2
10677,Gianna,Day,1995-04-28 00:00:00.000000,1091,3
10991,Nieves,Baird,1968-11-06 00:00:00.000000,233,1
10145,,Rogers,1985-03-22 00:00:00.000000,869,2
10655,Lurlene,Carver,1965-04-01 00:00:00.000000,931,3
10400,Maryam,Small,1990-09-28 00:00:00.000000,556,2
10580,Val,Romero,1991-11-01 00:00:00.000000,103,3
10209,Eleni,Joyner,1998-08-11 00:00:00.000000,541,2
10639,Mitch,Carver,1987-11-26 00:00:00.000000,99,1
10479,Bernardine,Reeves,1969-02-03 00:00:00.000000,120,3
10849,Dino,Calhoun,1983-12-23 00:00:00.000000,480,2
10401,Hilaria,Rasmussen,1994-01-08 00:00:00.000000,96,3
10668,Edison,Walsh,1973-11-07 00:00:00.000000,727,1
11076,Devorah,Kline,1996-02-14 00:00:00.000000,423,1
10881,Lachelle,Jones,1998-09-01 00:00:00.000000,1104,3
10560,Quentin,Pope,1993-06-10 00:00:00.000000,967,1
10679,Pandora,Cooley,1969-03-31 00:00:00.000000,1018,3
10579,Hong,Carson,1970-03-20 00:00:00.000000,658,1
10311,Vashti,Gross,1995-06-19 00:00:00.000000,28,2
10681,Odell,Estrada,1989-08-03 00:00:00.000000,399,2
10988,Van,Hinton,1974-12-31 00:00:00.000000,69,3
10696,Timothy,Fernandez,1968-09-02 00:00:00.000000,328,1
10072,Bud,Lynch,1990-05-07 00:00:00.000000,1199,3
10495,Harvey,Lindsay,1997-05-22 00:00:00.000000,703,2
10307,Van,Frank,1990-06-10 00:00:00.000000,217,3
10205,Raymond,Booth,1986-05-25 00:00:00.000000,854,1
10038,Juliane,Compton,1984-06-12 00:00:00.000000,194,2
10150,Virgil,Horne,1982-10-18 00:00:00.000000,1148,2
10248,Carmelina,Sykes,1982-08-31 00:00:00.000000,376,2
10478,Wan,Hardin,1993-12-14 00:00:00.000000,621,2
10683,Lane,Love,1970-07-29 00:00:00.000000,677,1
10888,Clay,Duffy,1961-05-25 00:00:00.000000,1169,1
10424,Santos,Atkinson,1969-09-14 00:00:00.000000,502,2
10144,Jospeh,Hodges,1993-08-23 00:00:00.000000,477,1
10684,Lindsey,Henry,1983-01-30 00:00:00.000000,165,1
10626,Johnson,Lawrence,NaT,143,2
10763,Benedict,Roy,1991-11-03 00:00:00.000000,937,3
10539,Arletta,Sykes,1974-07-14 00:00:00.000000,138,1
10337,Jamar,Brooks,1997-08-20 00:00:00.000000,590,2
11031,Van,Rojas,1971-03-22 00:00:00.000000,590,3
10179,,James,1972-05-09 00:00:00.000000,235,3
10871,Tiffiny,Vinson,1964-05-09 00:00:00.000000,362,2
10855,Kit,Williamson,1961-06-20 00:00:00.000000,1142,1
10130,Wava,Strong,1987-12-14 00:00:00.000000,554,3
10551,Ashley,Mayer,1995-05-13 00:00:00.000000,621,3
10434,Raymundo,Castaneda,2000-07-02 00:00:00.000000,561,1
10572,Demarcus,Hancock,1978-10-27 00:00:00.000000,642,3
10409,Ezekiel,Roth,1960-03-11 00:00:00.000000,193,1
10803,Omar,Vaughn,1991-02-09 00:00:00.000000,850,3
10761,Yuri,Brennan,1961-08-09 00:00:00.000000,707,2
10503,Simon,Nicholson,1985-05-31 00:00:00.000000,1110,1
10968,Melvin,Logan,1961-05-15 00:00:00.000000,775,1
10426,Damion,Compton,1991-07-27 00:00:00.000000,1190,1
10741,Leroy,Clarke,1962-06-17 00:00:00.000000,437,3
10086,Rafael,Buck,1977-05-04 00:00:00.000000,524,1
10093,Jacquelyne,Mcpherson,1974-06-10 00:00:00.000000,1015,2
10468,Earnest,West,1983-03-14 00:00:00.000000,957,1
10926,Verline,Steele,1982-09-05 00:00:00.000000,391,3
10929,Kareem,Schmidt,1992-07-27 00:00:00.000000,451,2
11012,Angelika,Hoover,1976-09-16 00:00:00.000000,901,3
10362,Yessenia,Conner,1999-07-06 00:00:00.000000,704,1
10648,Bradley,Richards,1977-05-19 00:00:00.000000,949,1
10525,Lucio,,1967-11-13 00:00:00.000000,1060,1
10190,Kareen,Tyson,1987-05-15 00:00:00.000000,325,1
10361,Hanh,Vincent,2025-09-28 15:01:42.854835,29,1
10699,Claudio,,1983-10-15 00:00:00.000000,614,2
10198,Jamaal,James,1998-08-06 00:00:00.000000,358,2
10140,Eddie,Contreras,1972-07-11 00:00:00.000000,230,2
10332,Salley,Buckner,1987-03-01 00:00:00.000000,1080,3
10069,Vena,Huber,1989-08-17 00:00:00.000000,905,2
10063,Adolfo,Bean,1968-06-12 00:00:00.000000,358,2
11055,Martin,Russo,1988-09-17 00:00:00.000000,116,3
10168,Lonnie,Benson,1992-05-17 00:00:00.000000,916,3
10672,Jaime,Santos,1999-12-05 00:00:00.000000,1010,1
11033,Johanne,Burch,1988-11-10 00:00:00.000000,934,1
11093,Larry,Lewis,1968-08-20 00:00:00.000000,103,3
10149,Elijah,Sweet,1972-11-14 00:00:00.000000,548,1
10373,wrice,Giles,1982-11-23 00:00:00.000000,838,1
10957,Adriene,Slater,1998-12-14 00:00:00.000000,917,2
10588,Dino,Valentine,1963-04-14 00:00:00.000000,674,1
11030,Rudolph,Patton,1990-11-04 00:00:00.000000,571,2
10687,Alex,Blankenship,1972-06-01 00:00:00.000000,919,1
10491,Delora,Richmond,1990-09-13 00:00:00.000000,39,3
10017,Kristopher,Whitaker,1987-01-01 00:00:00.000000,642,1
10004,Natashia,Gillespie,1985-05-27 00:00:00.000000,668,2
10239,Sean,Pope,1997-09-13 00:00:00.000000,896,3
10992,Deon,Kline,1976-12-31 00:00:00.000000,758,1
10656,Genny,Woodard,2000-09-01 00:00:00.000000,1043,1
10937,Wes,Gamble,1970-10-05 00:00:00.000000,1047,1
11006,Deshawn,,1973-01-20 00:00:00.000000,55,2
10462,Vashti,Baldwin,1975-07-13 00:00:00.000000,530,3
10912,Mariano,Bean,1976-12-10 00:00:00.000000,95,2
10355,Jacquiline,,1960-09-18 00:00:00.000000,1107,3
10043,Beau,Byrd,1976-05-08 00:00:00.000000,1044,3
10606,Theo,Ashley,1997-07-13 00:00:00.000000,937,1
10827,Romeo,Reed,1977-08-01 00:00:00.000000,15,3
10338,Otelia,Alexander,1998-01-26 00:00:00.000000,1200,1
10778,Madie,,1976-08-05 00:00:00.000000,371,1
10607,Jesenia,Wade,1970-05-03 00:00:00.000000,637,2
10298,Renetta,Logan,2000-08-08 00:00:00.000000,405,2
10559,Stephen,Hale,1990-05-26 00:00:00.000000,713,2
10142,Xavier,Meyer,1976-08-13 00:00:00.000000,785,2
10364,Dannielle,Bray,1994-09-28 00:00:00.000000,1164,3
10340,Omar,Whitakr,1996-01-15 00:00:00.000000,1183,1
10112,Gene,Lopez,1992-10-01 00:00:00.000000,604,1
10020,Hilde,Kaufman,1968-11-23 00:00:00.000000,1190,2
10949,Boyd,Dickson,1997-02-18 00:00:00.000000,1172,1
10138,Max,Kim,1963-02-22 00:00:00.000000,777,2
10700,Wendolyn,Powers,2000-01-21 00:00:00.000000,564,3
10627,Keenan,Good,1991-02-28 00:00:00.000000,782,1
10226,Thurman,,NaT,1020,2
10574,August,Lamb,1996-06-09 00:00:00.000000,352,1
10203,Christopher,Randall,1995-05-05 00:00:00.000000,405,2
11066,Warren,Lawrence,2000-11-25 00:00:00.000000,65,3
10075,Cythia,Marshall,1966-06-10 00:00:00.000000,1027,3
10640,Emil,Rocha,1963-06-01 00:00:00.000000,86,3
10713,Gilbert,Bernard,NaT,1139,1
10695,Mirella,Gibson,1961-03-16 00:00:00.000000,158,3
10760,Rolando,Serrano,1995-04-24 00:00:00.000000,651,2
10899,Corliss,Willis,1969-10-01 00:00:00.000000,331,1
10136,Isidro,Melendez,1984-02-03 00:00:00.000000,894,1
10826,Onita,Christensen,1987-01-15 00:00:00.000000,70,3
10105,Lance,Mcleod,2000-04-21 00:00:00.000000,805,2
10852,Chung,Neal,1991-08-06 00:00:00.000000,166,3
10998,Booker,Booth,1997-10-27 00:00:00.000000,1184,2
10658,Emerson,Mathis,1970-08-11 00:00:00.000000,91,2
10764,Willodean,Calhoun,1992-06-09 00:00:00.000000,123,1
10451,Kurtis,Hanson,1965-08-08 00:00:00.000000,625,2
10302,Lexie,Hendrix,1996-03-28 00:00:00.000000,405,1
10624,Valene,Welch,1969-02-23 00:00:00.000000,655,3
10494,Michel,Snider,1965-12-28 00:00:00.000000,1061,2
10986,Hertha,Harmon,1961-11-17 00:00:00.000000,628,3
10359,Loris,Chase,1970-08-31 00:00:00.000000,455,3
11098,Amee,York,1976-02-19 00:00:00.000000,85,2
10907,Carlee,Bradley,1960-10-24 00:00:00.000000,542,1
10785,Cornell,Rosales,1961-07-22 00:00:00.000000,869,1
10877,Londa,Sanchez,1986-04-19 00:00:00.000000,324,2
10256,Leopoldo,Sweney,1991-01-04 00:00:00.000000,1124,2
10331,Lynelle,Dyer,1990-05-22 00:00:00.000000,575,2
10421,Dann,Gilbert,1986-01-08 00:00:00.000000,792,3
11062,Yevette,Fernandez,1964-07-24 00:00:00.000000,298,2
11039,Loren,Becker,1989-08-26 00:00:00.000000,914,1
10773,Marchelle,Sexton,1972-03-14 00:00:00.000000,932,3
10552,Colby,Harmon,1961-04-09 00:00:00.000000,903,2
10842,Sherilyn,Middleton,1992-08-08 00:00:00.000000,354,2
10526,Roman,Mcclain,1992-07-25 00:00:00.000000,1031,2
11081,Sirena,Freeman,1978-03-10 00:00:00.000000,822,3
10317,Michelina,Barber,1979-08-27 00:00:00.000000,1115,3
10334,Zandra,Soto,1973-10-23 00:00:00.000000,50,1
10202,Elizabeth,Tillman,1977-01-07 00:00:00.000000,261,1
10583,Jeff,Rojas,1971-10-11 00:00:00.000000,306,1
11034,Gonzalo,Rocha,1986-10-15 00:00:00.000000,463,3
10268,Yahaira,Landry,1990-04-21 00:00:00.000000,641,1
10040,Nenita,O'connor,1980-07-03 00:00:00.000000,1127,1
10007,Rick,Rollins,1962-11-03 00:00:00.000000,762,1
10329,Gwyn,Schneider,1995-06-28 00:00:00.000000,1132,2
10250,Albertine,Baxter,1980-12-10 00:00:00.000000,976,1
10549,Ray,Phelps,1977-08-05 00:00:00.000000,393,2
10071,Brady,Irwin,1996-08-11 00:00:00.000000,163,1
11067,Nicky,Parrish,1988-03-10 00:00:00.000000,556,3
10113,Gaynelle,Mckee,1974-09-20 00:00:00.000000,130,1
11021,Chanelle,Allen,1981-12-18 00:00:00.000000,98,2
10193,Otha,Heath,1982-10-04 00:00:00.000000,753,2
10056,Murray,Salazar,1975-08-14 00:00:00.000000,509,2
10969,Wenona,Newton,1982-07-19 00:00:00.000000,264,2
10143,Carol,Forbes,1981-07-03 00:00:00.000000,902,1
10970,Deandrea,Mckinney,1981-08-03 00:00:00.000000,60,3
10095,Vernetta,Hooper,1972-05-18 00:00:00.000000,408,1
11019,Brain,Tucker,1987-10-08 00:00:00.000000,665,2
10632,Kenton,Francis,1998-09-08 00:00:00.000000,1209,3
10106,Jenine,Conner,2000-01-05 00:00:00.000000,1180,3
10943,Chang,Mckee,1963-06-09 00:00:00.000000,381,1
10482,Jetta,Vang,1999-07-19 00:00:00.000000,1186,2
10506,Taylor,Barry,1972-03-07 00:00:00.000000,151,1
10537,Ivory,Carter,1996-05-24 00:00:00.000000,145,2
10798,Virgilio,Singleton,1999-07-14 00:00:00.000000,299,3
10351,Valene,Perry,1967-06-18 00:00:00.000000,524,1
10135,Ramiro,Hodge,1973-05-18 00:00:00.000000,1190,1
10914,Tien,Dale,1983-09-13 00:00:00.000000,697,1
10650,Inger,Burt,1962-06-10 00:00:00.000000,3,3
10879,Ivan,Morton,1996-07-13 00:00:00.000000,1035,2
10127,Jamie,Lynn,1978-11-25 00:00:00.000000,325,1
11087,,Cortez,1969-10-14 00:00:00.000000,63,3
10049,Gema,Mckenzie,1980-09-16 00:00:00.000000,869,1
10882,Latrisha,Maxwell,2025-10-06 15:01:42.854835,520,3
10073,Armanda,Mcguire,1991-07-09 00:00:00.000000,1109,2
10844,Crissy,Mcclain,1985-01-13 00:00:00.000000,359,3
10841,Marty,Berger,1969-12-25 00:00:00.000000,684,2
10435,Teddy,Harmon,1970-06-12 00:00:00.000000,745,3
10653,Faviola,Robertson,NaT,1067,2
10505,Audrie,Juarez,NaT,779,1
10124,Arlinda,Franks,1970-11-06 00:00:00.000000,171,1
10756,Miesha,Thornton,1975-05-28 00:00:00.000000,869,1
10567,Federico,Vaughn,1982-02-13 00:00:00.000000,635,3
10909,Nathanael,Flynn,1962-03-23 00:00:00.000000,900,3
10736,Cindie,Alston,2000-05-24 00:00:00.000000,98,2
10779,Amal,Drake,1980-01-26 00:00:00.000000,595,2
10865,Aurore,Dominguez,1976-09-16 00:00:00.000000,280,1
10724,Shan,Robertson,1974-06-27 00:00:00.000000,413,2
11011,Shanae,Holden,1976-04-19 00:00:00.000000,363,3
11025,Romeo,Huff,1993-11-13 00:00:00.000000,12,2
11008,Albertine,Moore,1964-06-27 00:00:00.000000,558,3
10276,Rachell,Puckett,1978-12-24 00:00:00.000000,1122,2
10175,Chance,Chavez,1993-05-07 00:00:00.000000,1018,3
10402,Jacqulyn,Hansen,1968-09-29 00:00:00.000000,737,1
10933,Anthony,Hurley,1980-12-30 00:00:00.000000,369,3
10993,Rana,Briggs,1988-09-19 00:00:00.000000,1176,2
10139,Lynna,,07.04.1981,439,1
10828,Zita,,1969-11-25 00:00:00.000000,54,1
11032,Terina,King,1971-03-01 00:00:00.000000,145,3
11063,Doria,Booth,1988-09-03 00:00:00.000000,220,2
11061,Stuart,Justice,1966-07-27 00:00:00.000000,627,3
10180,Mario,Shepherd,1975-05-03 00:00:00.000000,892,1
10365,Ariel,Parks,1985/07/09,1001,2
10432,,Morton,1996-08-08 00:00:00.000000,1188,3
11005,Kenneth,Sampson,1970-02-10 00:00:00.000000,328,2
10937,Wes,Gamble,1970-10-05 00:00:00.000000,1047,1
10206,Courtney,Martinez,1968-05-25 00:00:00.000000,506,1
10686,Mellie,Walker,1978-09-22 00:00:00.000000,1022,2
10071,Brady,Irwin,1996-08-11 00:00:00.000000,163,1
10227,Edison,Mcclain,1979-02-03 00:00:00.000000,531,3
10431,Sima,Cleveland,1995-10-18 00:00:00.000000,327,3
10876,Curtis,Vasquez,1983-10-22 00:00:00.000000,1200,2
10890,,Warner,1969-02-05 00:00:00.000000,746,3
10739,Bronwyn,Hatfield,1987-11-04 00:00:00.000000,927,3
10963,Dirk,Baldwin,1973-12-16 00:00:00.000000,490,1
10481,Jewell,Richmond,1961-02-25 00:00:00.000000,536,3
11053,Morgan,Terry,1985-07-18 00:00:00.000000,1138,3
10670,Mozella,Bentley,1977-03-06 00:00:00.000000,837,2
10727,Alessandra,Moreno,1969-01-04 00:00:00.000000,818,1
10702,Thresa,Hopkins,1998-09-16 00:00:00.000000,517,2
10024,Nichol,Bullock,1960-04-12 00:00:00.000000,1142,3
10500,Chauncey,Ward,02/11/1970,1062,2
10901,Dong,Charles,1961-01-12 00:00:00.000000,1003,1
10197,Celestina,Mullins,1987-06-18 00:00:00.000000,1093,1
10121,Gary,Berry,1964-08-11 00:00:00.000000,360,3
10039,Jarred,Valentine,1961-07-10 00:00:00.000000,776,3
10006,Fumiko,Case,1983-01-23 00:00:00.000000,623,3
10023,Kayleigh,Hartman,1978-04-20 00:00:00.000000,283,2
10604,,Boyle,1965-10-18 00:00:00.000000,1149,3
10266,Sadye,Barnes,1963-03-31 00:00:00.000000,230,1
10410,Jean,Albert,1967-04-15 00:00:00.000000,700,2
10283,Pauletta,Whitney,1991-01-05 00:00:00.000000,449,3
10387,Lynetta,Reese,1968-03-24 00:00:00.000000,447,3
11023,Antwan,Mclean,2000-11-19 00:00:00.000000,981,3
10249,Archie,Good,1998-06-29 00:00:00.000000,675,3
10217,Tiesha,West,1988-03-23 00:00:00.000000,209,3
10554,Eloda,Hester,1965-09-08 00:00:00.000000,15,1
10972,My,Herring,1974-09-08 00:00:00.000000,192,3
10547,Dusti,Maldonado,1996-10-03 00:00:00.000000,943,2
10566,Dusty,Guzman,1999-05-13 00:00:00.000000,82,1
10513,Song,Ellis,1978-09-16 00:00:00.000000,983,1
10850,Laine,Montgomery,1989-08-28 00:00:00.000000,1115,3
10151,Sherwood,Kemp,1997-05-25 00:00:00.000000,557,1
10984,Valentine,Spencer,1960-10-11 00:00:00.000000,1075,3
10534,,Wiggins,1962-10-05 00:00:00.000000,741,3
11086,Kurt,Mack,1960-04-03 00:00:00.000000,759,1
10703,Larry,Hughes,1971-05-24 00:00:00.000000,755,2
10615,Yong,Gentry,1979-04-23 00:00:00.000000,653,3
10735,Jonas,Santiago,1996-01-06 00:00:00.000000,1015,3
10542,Mitch,Fry,1970-09-16 00:00:00.000000,1007,3
10563,Jay,Lyons,1960-05-20 00:00:00.000000,173,2
10603,Harley,Yates,1994-07-25 00:00:00.000000,825,2
10183,Martin,Cox,1967-09-17 00:00:00.000000,670,2
10921,Donovan,Wynn,1995-06-28 00:00:00.000000,542,3
10068,Micha,Salinas,1995-04-14 00:00:00.000000,1183,1
10535,Muoi,Horton,1966-03-07 00:00:00.000000,843,2
10896,Kurt,Dominguez,1995-02-14 00:00:00.000000,927,2
10000,Maybell,Acevedo,1979-12-27 00:00:00.000000,1021,2
10708,Mitsuko,Hatfield,1968-07-22 00:00:00.000000,794,1
10590,Gilberto,Winters,1988-09-23 00:00:00.000000,501,1
10663,Keven,Holden,1976-09-19 00:00:00.000000,815,2
10219,Glayds,Garcia,1993-10-15 00:00:00.000000,408,2
10647,Jerica,Merrill,2000-08-28 00:00:00.000000,1055,2
10393,Bebe,Marquez,1981-03-20 00:00:00.000000,803,1
10316,Katia,Calhoun,1967-09-05 00:00:00.000000,114,1
10753,Kathyrn,Simmons,1999-09-26 00:00:00.000000,510,3
10287,Lorean,Mccarthy,1995-01-22 00:00:00.000000,883,3
10758,Reita,Knowles,1991-11-04 00:00:00.000000,591,1
10934,Danika,Barton,1994-09-28 00:00:00.000000,370,3
10363,Cruz,Sampson,1997-07-13 00:00:00.000000,770,3
10745,Horace,David,1983-02-18 00:00:00.000000,997,3
10962,Jamar,Tyler,1992-08-12 00:00:00.000000,747,3
10412,Trudi,Torres,1987-12-18 00:00:00.000000,79,2
10965,Aracelis,Hubbard,1978-11-03 00:00:00.000000,1049,3
10981,Gil,Rice,1985-01-03 00:00:00.000000,1127,2
10669,,Keith,1998-02-28 00:00:00.000000,715,1
10159,Tenesha,Skinner,1960-08-10 00:00:00.000000,572,2
10235,Alane,Payne,1972-10-03 00:00:00.000000,891,1
10982,Joella,Francis,1967-07-18 00:00:00.000000,413,1
10415,Lamont,Juarez,1997-04-08 00:00:00.000000,501,3
10589,Elias,Sherman,2026-03-09 15:01:42.854835,185,2
10709,Cristobal,Copeland,1995-02-16 00:00:00.000000,475,3
10920,Kaleigh,Wilkinson,1967-09-20 00:00:00.000000,906,3
10261,Stuart,Rogers,1973-03-17 00:00:00.000000,443,3
10263,Jame,Rodriguez,1963-07-01 00:00:00.000000,643,1
10092,Clemente,Dawson,1992-07-16 00:00:00.000000,405,1
10278,Norberto,Duran,1991-05-09 00:00:00.000000,156,3
10137,Allan,Meadows,1962-04-24 00:00:00.000000,148,2
10936,Albert,Gay,1981-05-06 00:00:00.000000,665,1
10814,Sindy,Schultz,1978-08-01 00:00:00.000000,428,1
10951,Tarah,Rosa,1962-02-27 00:00:00.000000,331,2
10806,Justin,Hicks,1975-09-08 00:00:00.000000,454,2
10388,Luther,Nelson,1988-03-02 00:00:00.000000,549,1
10037,Anthony,Slater,1986-12-01 00:00:00.000000,661,1
10414,Nga,Holt,1964-11-29 00:00:00.000000,133,3
10108,Keenan,WaTters,1997-05-11 00:00:00.000000,269,3
10111,Micha,Herrera,1993-10-09 00:00:00.000000,531,3
11049,Vannessa,Manning,1967-06-07 00:00:00.000000,1093,1
10573,Johnny,Estes,1995-01-19 00:00:00.000000,774,3
10333,,Rush,1973-07-17 00:00:00.000000,540,3
11073,Beau,Williams,1994-02-15 00:00:00.000000,494,3
10079,Dave,Alvarez,1981-11-29 00:00:00.000000,452,2
10752,Dan,Mayo,1997-04-22 00:00:00.000000,974,3
10059,David,Campbell,1981-05-09 00:00:00.000000,6,2
10177,Nga,Kirby,1969-02-15 00:00:00.000000,430,3
10052,Roseline,O'neill,1966-08-29 00:00:00.000000,863,3
11004,Tyler,Burt,1977-04-30 00:00:00.000000,898,1
10498,Josiah,Russell,1967-05-10 00:00:00.000000,750,1
10452,Cleotilde,Griffith,1962-08-03 00:00:00.000000,747,2
10460,Sherly,Spears,1985-11-18 00:00:00.000000,627,1
10439,Larraine,Estes,1979-05-22 00:00:00.000000,798,1
10448,Sana,Patrick,1984-02-03 00:00:00.000000,1073,1
10931,,Gill,1965-05-27 00:00:00.000000,600,3
10379,Blondell,Britt,1984-05-28 00:00:00.000000,683,2
10657,Eddie,Hayes,1995-09-29 00:00:00.000000,1127,3
11041,Teodoro,,1979-08-07 00:00:00.000000,433,2
10290,Gus,Holman,1966-12-02 00:00:00.000000,797,1
10464,Loyce,Prince,1991-08-03 00:00:00.000000,423,3
10070,Augustus,Patrick,1988-04-17 00:00:00.000000,434,1
10413,Alejandrina,Church,1990-05-05 00:00:00.000000,149,1
10633,Cherryl,Stephens,1979-04-03 00:00:00.000000,571,3
10515,Eloy,Chaney,NaT,373,3
10782,Kimberli,Dunn,1963-12-28 00:00:00.000000,42,3
10242,Jean,Richards,1981-09-23 00:00:00.000000,69,2
10221,Kasey,Berger,1961-12-03 00:00:00.000000,132,1
10734,Melita,Leach,1981-10-26 00:00:00.000000,746,1
10928,Joshua,Hanson,1978-12-18 00:00:00.000000,695,1
10955,Allena,Sears,1971-01-25 00:00:00.000000,272,3
10085,Jeffrey,Willis,1993-06-04 00:00:00.000000,59,2
10815,Eduardo,Keith,1963-10-06 00:00:00.000000,411,2
